USR_Age,Physical_Act,Sleep_Dur,Stress_LVL,BMI,Work_Load,Social_Freq,Travel_Idx,Total_Active_Min,Session_Freq,Post_Rate,Short_Vid_Cons,Story_Cons,Msg_Outgoing,Follower_Base,Following_Base,Account_Age_Yrs,USR_Gender_Male,USR_Gender_Non-binary,USR_Gender_Prefer not to say,Loc_Type_Suburban,Loc_Type_Urban,Inc_Bracket_Low,Inc_Bracket_Lower-middle,Inc_Bracket_Middle,Inc_Bracket_Upper-middle,Edu_Level_High school,Edu_Level_Master’s,Edu_Level_Other,Edu_Level_PhD,Edu_Level_Some college,Premium_Member,Wellbeing_Score
57.0,4.5,8.1,19,22.6,43.8,2,2,229.0,14,10,167,131,32,464,1073,2012,False,False,False,False,True,False,False,False,False,True,False,False,False,False,Premium,3.0
43.0,14.0,7.3,21,25.6,37.4,8,6,148.0,11,2,152,94,22,421,478,2021,False,False,False,True,False,False,False,False,True,True,False,False,False,False,Free,6.0
49.0,1.5,7.1,28,22.5,38.4,4,1,205.0,9,6,166,119,40,854,960,2021,True,False,False,False,True,False,False,True,False,False,False,False,False,True,Free,10.0
29.0,4.9,6.3,27,18.0,45.3,4,1,264.0,12,5,266,140,44,1998,2252,2016,False,True,False,False,True,False,True,False,False,True,False,False,False,False,Premium,5.0
31.0,10.6,8.2,40,27.6,35.2,2,1,338.0,27,5,225,150,50,222,388,2018,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Free,4.0
46.0,11.9,6.0,20,25.9,37.8,5,3,196.0,14,2,170,102,28,149,251,2023,True,False,False,False,True,False,True,False,False,False,False,False,False,False,Premium,4.0
36.0,0.5,5.5,37,29.3,39.3,9,0,320.0,28,6,217,150,46,1706,2625,2020,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Free,6.0
21.0,4.9,7.9,29,26.8,44.7,2,1,271.0,11,10,289,132,37,3081,6715,2014,False,False,False,False,True,False,False,True,False,False,False,False,False,True,Free,7.0
29.0,3.3,7.2,10,26.6,31.2,3,4,133.0,10,4,185,105,27,2895,4672,2021,True,False,False,False,True,False,False,True,False,False,False,False,False,True,Free,8.0
49.0,5.0,8.5,10,29.8,42.3,4,1,52.0,3,3,70,42,11,404,729,2017,True,False,False,True,False,False,False,True,False,False,False,False,False,True,Free,8.0
46.0,4.9,8.3,37,27.1,31.6,7,3,250.0,21,9,168,136,39,251,586,2019,False,True,False,False,False,False,False,False,False,False,True,False,False,False,Free,8.0
23.0,1.8,7.8,36,25.5,33.0,6,4,425.0,31,13,300,150,50,2024,1190,2024,True,False,False,False,True,True,False,False,False,False,False,False,False,True,Premium,2.0
52.0,4.2,7.4,25,27.9,34.6,3,5,278.0,14,4,216,133,40,3008,1902,2023,False,False,False,False,True,False,False,True,False,True,False,False,False,False,Free,4.0
57.0,2.7,7.4,27,22.5,39.6,3,5,228.0,28,4,166,108,46,1099,1985,2013,True,False,False,False,True,True,False,False,False,False,False,False,False,True,Free,2.0
48.0,5.4,6.4,22,29.6,49.9,2,4,27.0,2,4,58,48,10,1247,1483,2025,False,False,False,False,True,False,False,True,False,True,False,False,False,False,Premium,9.0
37.0,10.1,7.4,0,36.6,37.0,3,4,16.0,1,2,55,39,9,621,1006,2011,False,False,False,False,True,False,True,False,False,True,False,False,False,False,Free,6.0
21.0,1.8,8.1,36,24.9,14.2,1,2,444.0,26,10,300,150,56,4726,3796,2025,True,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,1.0
37.0,3.5,7.4,33,29.2,22.8,8,5,359.0,27,5,252,150,46,887,2142,2025,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Free,4.0
49.0,11.5,5.8,23,22.0,51.6,3,5,81.0,3,3,93,65,24,8887,10000,2024,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Premium,10.0
59.0,8.1,6.8,16,24.1,47.0,7,4,128.0,7,4,116,97,20,5364,5525,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Premium,6.0
32.0,2.8,5.3,23,17.0,33.9,7,2,196.0,8,3,173,112,23,917,457,2024,True,False,False,True,False,False,True,False,False,False,False,False,False,True,Free,8.0
36.0,2.6,7.2,12,24.5,31.0,4,3,108.0,4,0,100,78,24,161,72,2022,True,False,False,False,True,False,True,False,False,False,False,False,False,False,Premium,7.0
27.0,16.3,6.4,9,21.9,32.6,5,4,130.0,4,3,177,93,18,836,946,2021,True,False,False,False,True,True,False,False,False,False,False,False,False,True,Free,3.0
27.0,2.1,7.6,36,23.1,32.4,4,5,350.0,30,3,300,147,44,663,806,2013,True,False,False,False,True,True,False,False,False,False,False,False,False,False,Free,4.0
20.0,2.8,7.8,1,20.4,38.2,2,1,47.0,1,5,151,54,10,7355,9655,2024,False,False,False,False,True,False,False,True,False,False,False,True,False,False,Free,10.0
22.0,11.4,6.7,15,24.5,50.2,3,3,189.0,10,7,237,106,30,6584,10000,2011,True,False,False,False,True,False,True,False,False,False,True,False,False,False,Free,2.0
46.0,3.2,6.8,23,17.5,49.0,4,5,182.0,6,3,153,113,23,1612,2641,2012,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,4.0
43.0,9.7,6.7,36,25.2,29.2,4,1,367.0,15,5,282,150,41,5819,3788,2016,True,False,False,False,True,False,False,True,False,True,False,False,False,False,Business,1.0
35.0,2.8,5.6,32,27.9,34.3,3,5,301.0,26,4,206,144,42,91,47,2024,True,False,False,True,False,False,False,False,False,True,False,False,False,False,Free,3.0
64.0,8.6,6.0,1,29.8,38.3,4,2,5.0,1,2,42,26,8,875,888,2018,True,False,False,False,True,False,True,False,False,True,False,False,False,False,Free,8.0
55.0,3.2,7.0,39,28.0,43.8,2,3,308.0,13,6,219,148,27,182,212,2023,False,False,False,False,True,True,False,False,False,True,False,False,False,False,Free,7.0
22.0,1.5,7.6,3,22.3,39.5,2,3,5.0,1,8,121,31,9,411,774,2010,True,False,False,False,True,False,False,False,True,True,False,False,False,False,Free,10.0
54.0,15.1,6.4,15,27.9,38.2,2,4,160.0,5,5,132,108,30,577,340,2021,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Free,4.0
15.0,5.4,6.0,34,27.1,48.0,2,5,277.0,31,8,256,150,41,4843,6239,2014,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Business,9.0
54.0,4.9,7.6,35,20.4,57.2,4,0,309.0,13,12,246,150,52,561,489,2025,True,False,False,False,True,False,False,True,False,False,True,False,False,False,Premium,1.0
65.0,1.9,7.4,9,17.9,43.7,3,2,52.0,4,1,63,57,16,1283,1832,2013,True,False,False,False,True,False,False,True,False,True,False,False,False,False,Free,6.0
27.0,1.0,6.1,22,19.9,45.1,7,6,196.0,10,3,257,115,26,1770,711,2022,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Free,
64.0,5.5,5.8,14,25.9,30.1,6,3,109.0,11,2,111,77,17,188,439,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Free,4.0
53.0,2.2,6.5,16,25.2,38.6,1,1,91.0,6,1,103,67,26,259,418,2015,True,False,False,True,False,False,False,True,False,True,False,False,False,False,Premium,6.0
31.0,2.7,7.3,22,28.5,25.5,2,4,195.0,7,2,153,112,30,222,194,2010,False,False,False,False,True,False,False,True,False,True,False,False,False,False,Free,7.0
37.0,14.1,9.1,15,24.3,69.1,5,2,155.0,5,5,135,89,43,813,368,2024,True,False,False,False,True,False,False,True,False,False,False,True,False,False,Free,5.0
52.0,1.2,6.1,2,24.7,33.9,3,2,5.0,1,0,45,31,9,277,305,2021,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Free,6.0
62.0,12.5,7.3,9,22.1,39.6,0,3,5.0,1,3,42,36,10,732,1658,2014,False,False,False,True,False,False,True,False,False,False,False,False,False,True,Free,10.0
55.0,2.9,5.7,25,25.3,39.2,5,2,242.0,13,8,181,144,37,4019,4283,2010,False,True,False,True,False,False,False,True,False,False,True,False,False,False,Free,1.0
29.0,1.5,7.1,23,23.7,39.9,2,3,236.0,8,5,289,141,41,4441,4472,2012,True,False,False,True,False,False,False,True,False,False,False,False,False,False,Free,10.0
65.0,5.9,7.8,24,29.2,24.3,3,5,250.0,31,5,198,128,42,3416,4471,2023,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Premium,
58.0,9.3,7.7,36,26.7,37.2,4,6,345.0,13,6,254,150,32,1908,2145,2012,True,False,False,True,False,False,False,True,False,False,False,False,False,False,Free,5.0
26.0,13.9,8.1,11,22.9,42.7,5,1,67.0,4,1,179,61,18,1539,3336,2023,False,False,False,True,False,False,False,False,True,False,False,False,False,False,Free,10.0
32.0,15.0,7.9,2,18.8,37.5,1,1,5.0,1,2,54,35,11,2158,988,2018,False,False,False,True,False,False,False,False,True,False,False,False,False,False,Free,8.0
61.0,8.4,5.8,11,22.3,47.1,4,4,154.0,9,4,119,97,22,4668,2766,2019,True,False,False,False,True,False,False,True,False,False,False,False,False,False,Business,1.0
29.0,4.3,6.8,29,23.7,41.5,6,2,351.0,11,9,300,150,42,964,1287,2016,True,False,False,True,False,False,False,True,False,False,False,False,False,True,Free,3.0
44.0,4.7,9.1,37,19.5,47.4,5,2,269.0,8,7,182,150,35,647,334,2010,True,False,False,False,True,False,True,False,False,True,False,False,False,False,Free,9.0
57.0,1.7,6.3,7,26.6,27.7,5,7,96.0,3,4,109,79,23,1118,2550,2021,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Free,4.0
51.0,5.6,7.4,30,20.3,47.5,2,1,305.0,12,6,205,150,36,316,680,2022,True,False,False,True,False,True,False,False,False,False,False,False,False,False,Premium,4.0
49.0,10.6,7.4,30,29.2,29.9,4,2,207.0,7,6,170,118,36,1983,2476,2014,True,False,False,False,True,True,False,False,False,False,False,False,False,False,Free,7.0
57.0,5.3,6.9,32,20.2,46.2,5,6,288.0,12,6,201,150,29,4880,3491,2024,False,False,False,False,True,False,True,False,False,False,False,False,True,False,Free,2.0
26.0,4.3,8.5,20,31.1,42.5,3,2,86.0,3,2,187,63,23,9783,10000,2023,True,False,False,False,True,False,True,False,False,False,False,False,False,False,Free,10.0
19.0,15.1,6.0,2,20.4,45.8,5,3,5.0,1,7,112,39,15,645,797,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Free,9.0
55.0,0.4,7.9,10,19.1,39.6,1,4,58.0,2,2,89,57,15,2897,7149,2010,False,False,False,False,True,False,False,True,False,True,False,False,False,False,Free,5.0
17.0,9.4,5.9,12,26.8,42.4,5,5,100.0,5,6,179,69,18,471,1120,2020,True,False,False,True,False,False,False,True,False,False,True,False,False,False,Free,10.0
36.0,1.6,5.4,0,26.8,36.4,5,4,5.0,1,6,49,34,10,665,1576,2013,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Free,10.0
64.0,4.4,7.3,36,19.4,42.4,2,3,260.0,8,6,213,142,32,3525,3394,2022,True,False,False,True,False,False,False,True,False,False,False,False,False,False,Free,10.0
56.0,1.2,6.3,7,29.3,39.9,6,4,5.0,1,2,51,26,9,2553,5395,2019,False,False,False,False,True,True,False,False,False,False,False,True,False,False,Free,8.0
17.0,16.1,7.9,30,21.8,36.8,4,3,208.0,14,8,255,105,25,5128,10000,2011,True,False,False,False,True,False,True,False,False,False,True,False,False,False,Free,5.0
38.0,6.4,6.5,5,23.0,38.5,4,2,108.0,4,3,109,72,17,103,204,2020,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Premium,3.0
42.0,3.4,7.2,1,23.0,41.0,3,3,14.0,1,4,39,32,11,543,1054,2021,True,False,False,False,True,False,False,True,False,False,False,False,False,True,Free,4.0
19.0,7.8,7.1,21,28.2,28.8,6,2,277.0,29,12,280,131,34,175,281,2022,True,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,5.0
30.0,8.2,7.7,30,21.0,44.2,3,5,337.0,19,9,249,150,26,2005,3083,2023,False,False,False,False,True,True,False,False,False,False,False,False,False,True,Free,4.0
40.0,9.4,7.2,31,22.0,31.3,3,3,192.0,8,5,157,103,33,549,1113,2018,True,False,False,True,False,False,True,False,False,False,False,False,False,True,Free,10.0
55.0,0.9,7.3,5,20.0,29.5,2,2,5.0,1,1,41,23,10,3337,5812,2022,False,False,False,False,True,False,False,True,False,False,False,False,False,True,Free,9.0
21.0,5.3,8.5,28,25.9,47.7,6,3,262.0,31,14,257,134,38,660,523,2024,False,False,False,False,True,False,False,True,False,True,False,False,False,False,Free,6.0
28.0,9.9,7.8,34,27.7,41.9,6,4,331.0,29,9,300,149,33,8136,10000,2011,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Free,4.0
23.0,7.9,6.9,22,22.3,41.4,7,2,228.0,19,11,268,96,30,1562,2004,2022,True,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,6.0
34.0,7.2,7.6,9,24.1,59.1,2,6,5.0,1,0,54,35,11,242,385,2014,False,False,False,False,True,False,True,False,False,False,False,False,False,True,Free,7.0
,5.8,7.3,34,26.5,27.2,6,0,321.0,12,9,252,150,40,1560,2939,2019,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Free,4.0
16.0,13.0,4.7,0,28.5,48.9,4,2,5.0,1,6,130,29,14,1580,1515,2014,False,False,False,False,True,False,False,False,False,True,False,False,False,False,Business,7.0
44.0,9.8,5.4,36,25.6,60.3,3,2,303.0,13,9,224,142,29,1296,1206,2018,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Free,
21.0,4.4,5.5,26,20.2,31.5,6,3,185.0,9,9,223,105,24,1391,1522,2019,False,False,False,True,False,False,False,False,True,False,True,False,False,False,Free,9.0
,7.2,6.8,35,24.2,38.0,5,1,421.0,15,14,300,150,51,10588,10000,2025,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Free,2.0
60.0,2.6,6.0,13,32.2,39.2,2,3,50.0,4,3,72,48,11,909,1195,2015,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Free,6.0
50.0,12.9,7.7,18,29.4,27.9,5,3,245.0,10,6,170,132,34,1152,861,2015,True,False,False,True,False,False,False,True,False,False,False,False,True,False,Free,2.0
,3.8,5.9,25,28.7,66.5,7,5,240.0,10,8,184,130,36,2571,2841,2022,False,False,False,True,False,False,False,True,False,False,False,False,False,True,Free,1.0
59.0,7.7,7.0,17,26.6,39.6,3,3,106.0,4,3,109,80,31,1355,863,2021,False,False,False,False,True,False,False,False,True,True,False,False,False,False,Free,7.0
47.0,2.6,9.1,19,27.3,42.6,2,1,257.0,12,6,213,139,37,1109,893,2020,True,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,1.0
27.0,10.8,8.5,22,32.9,29.3,6,5,167.0,11,3,210,93,25,394,424,2021,True,False,False,True,False,False,False,True,False,False,True,False,False,False,Business,9.0
39.0,6.4,6.0,20,25.8,41.3,1,2,142.0,8,3,122,76,24,1441,899,2022,False,False,False,False,True,True,False,False,False,False,False,True,False,False,Business,7.0
35.0,17.1,8.5,30,23.8,29.7,2,4,286.0,16,7,215,145,43,2046,4065,2015,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Free,2.0
48.0,9.8,6.9,38,23.5,43.8,3,6,244.0,11,9,190,113,25,529,241,2024,True,False,False,False,True,False,True,False,False,False,False,False,False,False,Free,6.0
57.0,5.3,6.3,28,23.6,36.5,3,2,327.0,16,1,269,150,39,1810,1458,2013,True,False,False,True,False,False,False,False,True,False,True,False,False,False,Free,2.0
61.0,3.6,7.2,27,29.9,41.4,4,2,165.0,8,2,149,73,31,1070,1551,2019,True,False,False,True,False,True,False,False,False,False,False,False,False,True,Free,8.0
55.0,2.1,8.1,2,22.2,31.8,5,4,5.0,1,2,51,28,8,389,421,2012,False,False,False,False,True,False,True,False,False,False,True,False,False,False,Business,
46.0,5.4,5.3,10,22.6,43.6,3,1,245.0,9,5,173,114,30,149,165,2020,False,False,False,True,False,False,False,False,True,True,False,False,False,False,Free,4.0
59.0,7.9,5.9,7,23.4,33.8,4,2,108.0,11,4,110,61,22,3114,7449,2013,False,False,False,False,True,False,True,False,False,False,False,False,False,True,Premium,2.0
,4.4,7.2,3,23.9,48.2,5,1,82.0,4,5,172,56,10,125,231,2025,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Free,3.0
38.0,2.7,7.0,20,23.3,46.3,7,4,127.0,6,2,119,71,14,1124,1146,2011,True,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,9.0
62.0,4.9,6.0,12,26.3,27.4,8,0,22.0,2,1,53,40,16,1586,3772,2021,True,False,False,False,True,False,True,False,False,False,False,False,False,False,Free,
65.0,3.2,6.0,6,25.6,33.3,3,3,5.0,1,1,34,34,10,1637,885,2012,False,False,False,False,True,False,True,False,False,True,False,False,False,False,Premium,10.0
56.0,9.7,6.2,5,15.0,50.5,2,2,68.0,2,8,76,59,14,2144,4190,2019,True,False,False,False,True,False,True,False,False,False,False,False,False,True,Free,1.0
25.0,2.9,9.0,30,29.9,42.2,5,2,326.0,10,4,300,150,40,141,266,2011,False,False,False,False,True,True,False,False,False,False,False,False,False,True,Free,3.0
18.0,11.2,6.7,1,20.8,36.3,10,1,11.0,1,12,131,32,11,26633,10000,2022,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Free,
23.0,2.8,4.3,39,29.4,26.2,8,2,373.0,42,9,300,150,41,2763,5835,2010,False,False,False,False,True,False,True,False,False,False,False,False,False,True,Free,7.0
52.0,1.0,8.0,9,26.1,56.5,3,3,178.0,6,3,173,97,21,110,47,2012,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Premium,8.0
35.0,7.8,7.0,24,20.3,47.8,3,4,142.0,6,4,136,74,22,1185,1064,2024,False,False,False,False,True,True,False,False,False,True,False,False,False,False,Free,10.0
16.0,13.8,6.6,29,27.1,34.6,8,5,225.0,18,10,246,118,30,5640,6212,2023,True,False,False,False,True,False,True,False,False,True,False,False,False,False,Premium,10.0
18.0,5.9,5.8,36,25.8,27.0,6,2,324.0,26,8,278,148,48,810,1682,2022,True,False,False,False,True,True,False,False,False,False,False,False,False,False,Free,7.0
24.0,11.0,6.1,3,30.2,47.2,4,2,124.0,4,10,191,82,19,5307,10000,2020,False,False,False,False,True,True,False,False,False,True,False,False,False,False,Free,4.0
60.0,7.0,6.1,38,26.6,45.2,6,1,301.0,10,6,221,150,50,5720,8205,2025,False,False,False,True,False,False,False,True,False,True,False,False,False,False,Free,5.0
55.0,9.2,7.9,31,25.2,43.0,5,4,314.0,14,4,233,142,38,1490,1833,2011,False,False,False,False,True,False,True,False,False,False,True,False,False,False,Free,2.0
52.0,12.4,8.2,15,20.3,46.8,3,1,144.0,6,4,133,72,22,7147,8229,2017,True,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,3.0
40.0,4.4,6.5,10,24.2,39.0,3,6,195.0,11,5,135,93,26,2302,2232,2022,False,False,False,False,True,False,False,True,False,True,False,False,False,False,Premium,1.0
62.0,1.8,7.1,14,18.4,26.3,5,6,70.0,3,3,74,62,19,1666,4007,2015,False,False,False,False,True,False,False,True,False,True,False,False,False,False,Free,3.0
26.0,6.4,7.5,4,27.0,48.2,7,3,107.0,3,3,183,62,16,3208,7471,2021,True,False,False,False,True,False,True,False,False,True,False,False,False,False,Free,3.0
59.0,4.2,9.4,19,24.4,28.2,5,2,216.0,10,7,165,143,24,3824,2356,2019,False,False,False,True,False,True,False,False,False,False,False,False,False,True,Premium,3.0
59.0,6.4,7.9,1,18.9,23.0,2,4,5.0,1,4,43,33,8,845,1619,2017,True,False,False,True,False,True,False,False,False,True,False,False,False,False,Free,8.0
45.0,1.1,6.4,27,26.6,36.0,1,6,275.0,14,8,237,142,39,1643,3543,2010,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Free,2.0
14.0,1.8,6.5,15,21.7,45.5,3,1,183.0,8,6,253,106,27,6171,10000,2024,True,False,False,False,True,False,True,False,False,True,False,False,False,False,Premium,4.0
29.0,1.5,9.1,21,21.5,30.2,5,2,253.0,27,6,271,105,36,1839,3027,2021,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Free,4.0
55.0,12.9,6.8,15,29.2,29.0,1,6,168.0,11,2,154,73,19,302,690,2021,True,False,False,False,True,False,False,False,True,False,False,False,False,True,Free,2.0
29.0,8.1,5.2,30,29.1,49.5,4,2,228.0,14,11,297,138,34,4240,9185,2012,True,False,False,True,False,False,False,True,False,False,False,False,False,False,Free,6.0
23.0,6.2,7.4,34,25.5,35.0,2,4,341.0,31,12,300,150,56,372,761,2020,False,False,False,True,False,False,True,False,False,False,False,False,False,True,Free,
61.0,4.1,5.9,28,24.0,56.6,4,5,134.0,6,3,129,78,17,151,343,2024,False,False,False,True,False,True,False,False,False,True,False,False,False,False,Business,9.0
23.0,7.2,6.3,12,23.4,33.8,5,5,114.0,10,7,189,83,16,409,525,2018,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Free,6.0
20.0,9.1,8.6,30,27.8,52.1,4,3,377.0,16,14,300,150,58,2799,6943,2022,False,False,False,True,False,False,False,False,True,False,True,False,False,False,Free,6.0
15.0,11.1,7.2,24,26.1,48.5,5,3,279.0,12,14,287,144,20,1815,3519,2023,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Free,3.0
17.0,13.1,6.7,28,24.2,45.1,2,3,366.0,12,12,300,150,49,616,682,2013,True,False,False,False,True,False,True,False,False,False,False,False,False,True,Free,6.0
17.0,2.9,7.0,7,24.4,39.3,3,0,231.0,14,14,232,121,38,4323,9337,2012,False,False,False,False,True,False,False,True,False,True,False,False,False,False,Free,1.0
57.0,4.7,7.2,21,22.1,36.3,3,3,127.0,4,0,104,80,26,6314,10000,2012,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Premium,5.0
51.0,15.4,6.5,17,21.1,51.3,3,3,158.0,18,1,150,94,29,371,635,2013,True,False,False,True,False,False,False,True,False,False,False,False,False,False,Premium,3.0
52.0,4.7,6.3,10,27.8,35.0,5,0,38.0,1,4,70,50,19,873,1341,2020,False,True,False,False,True,False,False,False,True,True,False,False,False,False,Free,10.0
51.0,4.9,7.2,19,23.9,42.9,6,2,217.0,7,9,165,88,37,2989,3928,2019,True,False,False,False,True,False,True,False,False,False,False,False,False,False,Free,1.0
24.0,8.4,7.3,22,18.3,55.1,5,5,227.0,13,8,285,130,41,1729,1441,2013,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Premium,1.0
28.0,4.4,8.2,4,18.5,43.6,4,5,43.0,2,4,187,39,15,995,1485,2013,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Premium,5.0
65.0,1.7,6.9,9,27.8,27.8,5,5,30.0,1,3,48,50,11,557,278,2018,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Premium,9.0
16.0,5.0,7.3,10,31.4,33.6,0,1,212.0,24,18,243,92,28,1480,2296,2019,False,False,False,False,True,True,False,False,False,False,False,False,False,True,Free,2.0
35.0,2.4,6.7,15,26.0,41.7,2,3,113.0,8,3,104,61,22,676,1030,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Free,8.0
46.0,6.6,7.3,12,26.7,51.3,4,4,172.0,5,4,149,94,31,1783,1414,2016,False,False,False,True,False,False,True,False,False,True,False,False,False,False,Free,1.0
24.0,4.4,5.4,23,23.1,29.9,7,1,288.0,21,12,286,150,45,5092,10000,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Free,1.0
28.0,1.5,7.5,17,26.8,36.8,0,5,152.0,6,7,184,94,20,1701,791,2016,False,True,False,False,True,True,False,False,False,False,False,False,False,False,Free,5.0
57.0,9.0,8.3,6,29.0,42.4,2,5,46.0,2,3,58,53,17,1664,1495,2012,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Premium,8.0
29.0,4.3,7.4,6,26.0,35.7,4,2,108.0,6,1,184,75,16,327,465,2014,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,2.0
30.0,10.5,8.2,12,30.5,47.4,6,3,96.0,4,2,101,63,27,1126,1987,2018,False,False,False,False,True,False,False,False,False,False,False,False,False,True,Free,5.0
38.0,9.4,5.2,8,28.1,49.5,6,1,142.0,6,2,136,76,24,734,486,2019,False,False,False,True,False,False,True,False,False,True,False,False,False,False,Free,3.0
43.0,11.5,5.0,20,29.6,36.8,7,4,216.0,10,9,191,126,41,1587,2004,2017,True,False,False,False,True,False,False,False,False,True,False,False,False,False,Free,
26.0,8.3,6.8,37,25.2,42.0,4,3,384.0,13,8,300,150,37,1570,1389,2014,True,False,False,False,False,False,False,False,True,True,False,False,False,False,Business,1.0
15.0,9.8,7.0,4,18.6,34.6,3,2,92.0,5,12,183,65,23,3149,1277,2020,True,False,False,True,False,False,True,False,False,False,False,True,False,False,Free,7.0
16.0,2.1,8.2,38,28.9,48.8,10,8,432.0,29,13,300,150,50,1004,1773,2011,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,3.0
19.0,5.2,5.2,39,27.9,46.5,7,4,358.0,12,10,300,150,45,1173,701,2019,False,False,False,True,False,False,False,False,True,False,False,False,False,False,Free,
23.0,14.0,6.0,17,26.5,35.8,8,4,133.0,5,7,196,77,21,2661,3066,2024,True,False,False,True,False,False,True,False,False,False,True,False,False,False,Free,10.0
36.0,11.7,5.9,37,23.1,66.8,4,1,339.0,15,4,202,150,40,2855,4321,2020,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Free,5.0
60.0,7.3,7.4,12,25.3,52.8,5,2,19.0,1,0,47,38,12,329,713,2013,True,False,False,False,True,False,False,True,False,False,False,False,False,True,Free,10.0
58.0,8.6,6.4,33,26.7,58.9,5,3,163.0,19,2,146,86,26,316,266,2014,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Free,6.0
14.0,5.5,6.2,38,22.4,35.6,2,3,315.0,16,9,300,150,44,474,867,2017,True,False,False,False,True,False,True,False,False,False,False,False,False,True,Free,6.0
28.0,9.9,7.3,12,17.4,49.3,2,3,135.0,9,3,201,86,19,1085,1700,2014,True,False,False,False,True,False,True,False,False,False,False,False,False,True,Free,4.0
19.0,7.2,6.5,36,25.2,23.9,7,2,312.0,33,6,262,150,35,2427,2615,2019,True,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,8.0
32.0,14.7,9.2,18,22.4,47.9,2,2,189.0,17,4,145,86,28,16332,10000,2018,True,False,False,False,True,True,False,False,False,True,False,False,False,False,Free,4.0
23.0,3.9,7.3,23,26.9,28.4,2,6,286.0,10,12,288,150,38,570,1209,2011,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Free,3.0
38.0,3.6,5.9,35,26.8,39.8,1,1,289.0,10,7,207,136,38,766,994,2022,False,False,False,True,False,False,False,True,False,False,True,False,False,False,Business,10.0
53.0,10.8,7.9,7,21.5,25.3,4,2,197.0,11,5,151,102,27,686,329,2015,True,False,False,True,False,False,False,False,True,False,False,False,False,False,Free,1.0
50.0,11.6,7.2,13,24.6,45.5,3,1,91.0,3,4,87,70,23,1215,2123,2024,True,False,False,False,True,False,False,True,False,True,False,False,False,False,Free,7.0
40.0,7.7,6.1,19,26.4,40.1,3,2,128.0,10,4,99,87,23,1272,1623,2015,False,False,False,False,True,False,False,False,False,True,False,False,False,False,Premium,8.0
22.0,12.2,5.2,10,29.1,37.7,5,4,72.0,2,7,157,64,16,4664,9589,2017,True,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,8.0
31.0,4.1,7.1,11,28.7,21.1,3,4,187.0,11,2,163,83,28,424,471,2025,True,False,False,True,False,False,False,False,True,False,False,True,False,False,Free,5.0
37.0,19.5,6.7,24,23.9,33.9,3,3,241.0,22,7,181,124,31,905,1695,2016,True,False,False,False,True,False,False,True,False,False,True,False,False,False,Free,4.0
38.0,13.8,9.0,33,25.8,26.3,6,2,289.0,8,9,241,146,49,1517,2263,2010,True,False,False,True,False,False,False,False,False,True,False,False,False,False,Free,4.0
